"const var","const bias","const 95 contain","linear var","linear bias","linear 95 contain","walk var","walk bias","walk 95 contain"
0.000237455461789183,-0.00185247655877818,1,8.17040964638853e-05,-0.0173180407712941,0,0.00164352203194227,-0.0508773471206919,1
0.000249458840254707,-0.0323419127646404,0,0.00039389467233352,0.0305295793689151,1,0.000386506307149225,0.0119284342976074,1
0.00030970748583018,0.0494660497779167,0,0.000607915886835838,-0.0157613875099182,1,0.00157838491819379,-0.0734420961367976,1
0.000307859998341927,-0.00991879378482796,1,0.000585908302707605,0.0203854379474767,1,0.00125737004827238,0.0122811191699769,1
3.17859968067852e-05,0.00173392090522628,1,0.000850311596036251,-0.0108874237508644,1,0.00142789053960313,0.0219087022557301,1
0.000175150062281468,-0.0243399410764879,1,0.000814593203574061,-0.0361733667649278,1,0.000327028333739064,0.000304514829539027,1
0.000219463324039819,-0.0278908372109697,1,0.000911366246002148,-0.00874848045450161,1,0.00143773894501981,0.01280244347427,1
0.000271582876013278,-0.0238800227712521,1,0.000467503493574609,-0.0412666358891932,1,0.0014346517938947,0.000118322723461906,1
0.000149047652970788,-0.0107237107820893,1,0.000119160413724438,0.0110263384103773,1,0.000859881902192196,0.0174712195663358,1
0.000338551150183388,-0.0180642894491768,1,0.000803269298798321,0.0681891965293378,0,0.00141063247961528,-0.0465325132843707,1
5.05621528232413e-06,-0.00138724555908267,1,0.000280971647335971,0.00806344026448008,1,0.0015781864460661,0.041351501094088,1
0.000127023834114451,-0.0154206883628352,1,3.77832901523353e-05,-0.00674623894035753,1,0.000773959885309943,0.0313083301084784,1
0.000348723064711393,0.00269487879569752,1,0.000957443674591916,0.0386523798420981,1,0.000176829714262105,0.00124398364620706,1
0.000285061891579784,-0.00745549027062448,1,0.000584913845842079,-0.015502742800996,1,0.00142700792132037,-0.0551390662457127,1
4.9342613591697e-05,-0.00548344150917934,1,0.000811372870561717,-0.0446044788752358,1,0.000563939626353931,-0.0101105406454006,1
1.61085250787831e-05,-0.0262874443398121,0,0.000242208746990137,0.0169166990024731,1,0.00107435788316236,0.0386491822050231,1
0.000334766494937893,0.0030761340317057,1,0.00064234636921797,0.0438999660521158,1,0.00163367020370822,-0.034235413041098,1
0.000330181975621735,0.00835671493445456,1,0.000867657948853316,-0.0237651821409378,1,0.00146168617438175,-0.0446595217473603,1
0.00028503075226336,0.0115913792511703,1,0.000443402001796539,-0.0288288627128123,1,0.000275065520165699,-0.0348628202955439,0
0.000382442321022115,0.00442047464317302,1,0.000743910196105089,-0.0138335022137785,1,0.00123223734428172,-0.0172325234532766,1
0.000367297591837094,0.0291066787906971,1,0.000738984290004129,-0.0146145174976285,1,0.000981473586677846,0.024799540720147,1
0.000277112346499985,-0.0444005605313089,0,0.000522073139758436,-0.00338887752000694,1,0.000154010007450093,-0.0166358342679744,1
0.000333225992939107,0.00348429132224881,1,8.75997113619385e-05,-0.0232784873737605,0,0.000215956411000069,0.00476866069199644,1
9.27267702366409e-05,-0.0020976031431623,1,0.000754019191261166,0.0678224777788099,0,1.90732262395813e-05,-0.00432174852884273,1
0.000431890178307597,0.0343708854945467,1,0.000799426227953662,0.0140009394044016,1,0.0013653836523363,0.00135214714604825,1
0.000141852169104423,-0.0153626738409437,1,0.000637874107455082,-0.0332140397165349,1,0.00182495964448533,0.0478131605365918,1
5.16843459859858e-05,-0.00925689670005758,1,0.000853134202797601,0.0509346505630862,1,0.000603616954710522,0.0125301211323152,1
0.000218945919589173,0.0150734950359647,1,0.000935402409349871,0.0101237412241447,1,0.00219048062645119,0.0436351887733727,1
3.90873000662972e-05,-0.020054999558214,0,0.000899824738325141,0.0489796354037842,1,0.000832035112751557,-0.0246504982997787,1
8.10000075965565e-05,-0.0173755499854848,0,0.000379952936295796,0.00202397704184676,1,0.000580525851035061,0.0447419768874515,1
8.67067471096332e-05,-0.0079541544683619,1,0.000327679086338558,0.000444287887523293,1,0.00133639814964978,-0.0379222420533851,1
0.000304181326008018,0.0117789761910733,1,0.000909241453919998,-0.0130239452108534,1,0.00104855975984212,0.047216444046945,1
