"const","linear","walk"
0.0188673044075228,0.00337895078894179,0.00526691748779058
0.0133245854487865,0.00567939782015503,-0.00385689139670387
0.0285871522023671,-0.0122659184218948,0.0515841743736515
0.00181139661706133,0.0187128528495716,0.0280789015365339
-0.0377529217868039,-0.0107986490580959,-0.0208438618270259
0.0113713394877631,-0.0300249795212936,0.0254894866137989
0.00272884998309542,0.0172749920751566,-0.0500069445219264
0.00732647434721556,-0.00639627294285161,-0.0517578440878153
0.0199098383281245,-0.0167130308592584,-0.0499030735715225
0.0167849576912727,-0.0370768109189534,0.0384938899440903
-0.00825857331930802,0.0181085046083354,-0.0291288843034846
-0.0340838922401412,-0.01213315950908,0.0136344651179679
-0.00736395966681391,0.00203701506556264,-0.000561088922994668
-0.0206681572762314,-0.0301948949183968,-0.0244539220319746
-0.00710067978736562,-0.0269083009522595,0.00337810797954837
0.0128318383703759,-0.0405505677928711,-0.00826143033293624
-0.0496108591614994,0.0575525249894634,0.0458654844940533
0.0111655672411646,-0.000582412860879566,0.0742033745774737
0.0112833413320328,0.0446448950146217,0.00207137124402024
-0.0694228813256505,0.0525280523965921,-0.00875411126507214
-0.00169594494648373,0.00253684412833433,0.0171506714834264
0.0301288863818641,0.0135522399260551,-0.0482648403026542
0.0449624028691258,-0.00519013139891311,-0.055422657033647
0.0653629942833134,0.0226153749984928,-0.0132469796274339
-0.0156905376803311,0.00142553681116753,-0.0388788289516691
0.0791984423182414,-0.0113686541990176,-0.0146642430978299
-0.0663313017468818,0.000401075787923366,0.00775000501960977
-0.0984060518505869,-0.0139436051703225,0.0268031370412277
-0.0513424085708801,-0.00921952351390654,0.0241856248895027
-0.0267456237856282,-0.0293638669913212,0.0369596818844888
0.0902988104706098,-0.00184456844251496,0.0309290740503554
-0.0124303366642213,-0.0157228516536156,0.105584235987104
0.0309005470721696,-0.0227368889362752,0.0050395857972334
-0.00851591665013854,-0.0430526560595979,-0.03119982568067
0.0123903190497893,-0.0343865031310362,0.0460670514853935
0.0345825514685287,-0.0226033273912221,-0.021114779754116
-0.00100890101687091,-0.0145415125195197,-0.0230743808230323
0.0152597833822212,0.0284248356740191,-0.0112537701746369
0.00261577627199097,0.0213796990952009,0.0904416338019999
-0.0297810927662352,-0.00264559693175734,-0.0319809858745393
-0.0729247074302246,0.00215214459226121,-0.0188410952584444
-0.0305373425589189,0.0360750114562756,-0.0407765464628514
0.00948517208125869,0.00588948881875245,0.0483819706304739
0.0165661822061937,-0.038033805228135,-0.0272474128978906
-0.00407286262927864,-0.00913808287970076,0.00261380399981548
0.0104067964380375,0.0104541315493664,0.0693685940618636
-0.0094698344617638,-0.0449029914926253,0.0100195551492288
-0.0454362846441185,0.100716925858741,-0.0286833140868331
0.0669741881922285,0.0816543057985059,0.00956347669074398
-0.0439499400707348,0.0296819825470749,0.0190337427061149
-0.02143816479557,-0.00563783134237938,-0.0310566639298476
-0.0592350368856213,0.0189814887511969,-0.0517384746380474
0.0295716169520402,0.0457586233368369,-0.0164184951256115
0.00544030187824762,0.035377968826894,-0.0132073103150158
0.0725150576920398,0.0123242135573979,0.0251967354471752
-0.00536813915193453,0.0184383352227123,0.0122751350074001
-0.0280738104036887,0.0579993268183855,-0.0536412050284859
-0.0103302560009224,-0.0528752668656197,-0.0233425461398791
0.0137457076903154,-0.00313473042105014,0.00648444507597931
-0.0482948038667554,-0.00844476656467208,-0.0244200021987461
-0.0177225550963038,0.0347255030539139,-0.0352269642171254
-0.0359263355619145,-0.0324561528393943,0.0172195317461125
0.004663992896344,-0.0862488158229999,0.0403044740986049
0.0614168459200966,-0.0104027972941383,0.00128256896053158
0.0112231934462774,-0.0480442798698306,-0.00653836543960085
0.0134581721821611,-0.0297394463085441,0.0251302125755789
0.0789884320814179,0.00397186734880281,-0.010188734139508
0.0264304353237492,0.0257076275265236,0.0166481047651656
-0.00238476487958633,-0.00694445072227398,-0.0294582215154385
0.0323673454687116,-0.00176659776378929,0.0172259506861677
0.0732035348985416,0.0328494799343749,0.0581520259883054
0.0337595035891991,0.00684476575579329,0.00514884326263731
-0.069500501327382,0.00266283381820037,-0.00301491614321459
-0.0895525981978944,-0.0273505854479176,-0.00664369620733193
