"const x const","const x linear","const x walk","linear x const","linear x linear","linear x walk","walk x const","walk x linear","walk x walk"
-0.00230780562858401,-0.00936983342622555,-0.0049486084950694,-0.00499582185606496,-0.0164410829837986,-0.00922288778440284,-0.0631068701125668,-0.0724149364899869,-0.0464227790422058
-0.0359740929401329,-0.00798863813746398,-0.0244187137822883,0.0510554999014197,0.0337101264839167,0.0447809136152706,-0.00704049586581539,0.019967195164654,0.0140474282092092
0.0433074110367366,0.050523230777434,0.0473644935571156,-0.00525544593042665,-0.0212625818365382,-0.0100103342913764,-0.00240324905315503,-0.0793201985427188,-0.0650956670847385
0.00461074937509232,0.0131751568628912,0.00183119465770798,0.0753269383522751,0.0251064588873859,0.032722272009096,0.101559783774311,0.0518297350660586,0.041058125789402
0.00186498530655266,0.000880468472269524,0.00135861212487876,0.158973465754512,-0.0100499547905176,0.00244891658330626,0.0809183390611034,0.0246124480307271,0.0176951960885571
-0.00937999008994395,-0.00196946541919701,-0.0121579612750121,0.0465852941857708,0.00253161451871675,0.0214253325943986,-0.0324756520107998,-0.00815975123802566,-0.0179976744675208
0.00651901222817702,-0.00398198513338682,0.00392729727153457,0.00423090250304264,-0.00298870805491414,-0.00198840042505211,-0.0600118346213918,-0.036375164556338,0.00383689577040902
0.0154795504231774,0.0229569322307647,0.0187901676505275,-0.101553236135058,-0.0465549709065061,-0.0527666379964046,-0.0284166075979033,0.066353662534939,0.00609220739475147
-0.00126186492414804,0.0111906312838398,0.00215133984473326,-0.00312827267373524,0.00934958693055431,0.000495506494173667,0.00198133650411447,0.0480703968828019,0.0152531578530382
-0.0186172186341917,0.00666408303970178,-0.0156925362918311,0.0190100560373689,0.0103285702736678,0.0168287849205865,-0.137445221783983,-0.0375759149566135,-0.0520617159191105
6.35526491509809e-06,-0.00358213631778812,-0.00126528595537993,-0.0189222553738287,-0.0367918147404412,-0.0476638642009702,0.00800557485268982,0.0302086239000343,0.0346712678123462
-0.0127942180994863,-0.00641128814962985,-0.0117572120381517,0.0119243842117565,0.00425895163447285,0.00854355800256881,0.0777007491234637,0.0407539646400598,0.0216124891844269
-0.0138807737953828,-0.0139374065211113,-0.0148685699934316,-0.0336930218962991,-0.00538885490601887,-0.0102506903901656,-0.0129367521297857,-0.0251276882404801,-0.0271331634345585
0.00899516252152804,-0.0231213361173171,-0.0086440161941389,-0.129209763112535,-0.0615515022392223,-0.106002476401363,-0.0717463293731253,-7.12006281133881e-06,0.0172720238163617
-0.00104121237987479,-0.0119942090973413,-0.00382338907817826,-0.0255247049214828,0.0320532180431182,-0.00506285895862801,-0.0262981602385864,0.0021063805959769,-0.0112439632025285
0.00210204812188142,0.00420420808020716,0.00248638639533305,0.0214638031407314,0.0120834639020067,0.0193401927525573,0.0630105326400718,0.0478736117153168,0.0553481704676327
-0.00732344397954521,0.00472936459633988,-0.00388178956755347,-0.0329589351783136,-0.0189586363580866,-0.0205549622534458,-0.0478196827775328,0.00174072777976519,-0.0430122450132222
-0.00289249967469468,0.0115916763357196,0.00414518896410393,0.0739781881984963,0.0267806346098995,0.0506760907673872,0.0816329938887557,-0.0420331355895086,-0.0389948188924639
0.0245131635117402,-0.00421573113327134,0.0217244175848053,-0.015825803480163,-0.0311484664017082,-0.0403600551447472,-0.032454059510323,-0.0252146147465829,-0.0309262607003854
0.0237808646351729,0.0511151538701931,0.0305500756138866,-0.0387352509983211,-0.0251730914087516,-0.0275531600487333,-0.0192457906204873,-0.0237319615004997,-0.0125581130628897
0.0349819726814273,0.0728300068686433,0.0461122601790561,0.0160560290866433,-0.0172787408938436,-0.0116027467775753,-0.0927297483132624,-0.0392041084548874,-0.0190959443871732
