ymd,vax,vax_lb,vax_ub
2021-08-17,0.7383599645445266,0.723592765253636,0.7531271638354171
2021-08-18,0.7399656764069217,0.7251663628787832,0.7547649899350601
2021-08-19,0.7415568335474354,0.7267256968764867,0.7563879702183841
2021-08-20,0.7433011599308907,0.7284351367322729,0.7581671831295086
2021-08-21,0.7442823907734766,0.729396742958007,0.7591680385889461
2021-08-22,0.7448652776290657,0.7299679720764845,0.759762583181647
2021-08-23,0.7463566830473989,0.7314295493864509,0.7612838167083469
2021-08-24,0.747916412330152,0.732958084083549,0.7628747405767551
2021-08-25,0.7495086972168181,0.7345185232724818,0.7644988711611544
2021-08-26,0.7511287972108841,0.7361062212666664,0.7661513731551018
2021-08-27,0.7529130688264867,0.7378548074499569,0.7679713302030164
2021-08-28,0.75390934495635,0.738831158057223,0.768987531855477
2021-08-29,0.7545341142716893,0.7394434319862555,0.769624796557123
2021-08-30,0.7559533835334797,0.7408343158628101,0.7710724512041494
2021-08-31,0.7573846738333729,0.7422369803567055,0.7725323673100404
2021-09-01,0.7588366918498507,0.7436599580128537,0.7740134256868477
2021-09-02,0.7602209764137234,0.745016556885449,0.7754253959419979
2021-09-03,0.7617195860524532,0.746485194331404,0.7769539777735023
2021-09-04,0.7624907455760808,0.7472409306645591,0.7777405604876024
2021-09-05,0.7630325183354709,0.7477718679687615,0.7782931687021803
2021-09-06,0.7633019990707599,0.7480359590893447,0.7785680390521751
2021-09-07,0.7645218069499733,0.7492313708109738,0.7798122430889728
2021-09-08,0.7657900635434025,0.7504742622725344,0.7811058648142706
2021-09-09,0.7670876746038086,0.7517459211117323,0.7824294280958848
2021-09-10,0.768622268140993,0.7532498227781731,0.7839947135038129
2021-09-11,0.7694540173119873,0.7540649369657475,0.784843097658227
2021-09-12,0.7699717808407526,0.7545723452239375,0.7853712164575677
2021-09-13,0.7711504820984033,0.7557274724564352,0.7865734917403714
2021-09-14,0.7722527073355735,0.756807653188862,0.787697761482285
2021-09-15,0.7733356986934352,0.7578689847195665,0.7888024126673039
2021-09-16,0.7744128494666939,0.75892459247736,0.7899011064560277
2021-09-17,0.7756113989110378,0.7600991709328171,0.7911236268892585
2021-09-18,0.776277223423873,0.7607516789553955,0.7918027678923504
2021-09-19,0.7766731087944437,0.7611396466185548,0.7922065709703326
2021-09-20,0.7776061673650687,0.7620540440177673,0.7931582907123701
2021-09-21,0.7785303405786971,0.7629597337671231,0.794100947390271
2021-09-22,0.7794231432277864,0.7638346803632307,0.7950116060923421
2021-09-23,0.7803311965666123,0.76472457263528,0.7959378204979446
2021-09-24,0.7814694253057838,0.7658400367996681,0.7970988138118995
2021-09-25,0.7821873986000492,0.7665436506280482,0.7978311465720501
2021-09-26,0.7826222490895507,0.7669698041077596,0.7982746940713418
2021-09-27,0.783756561794019,0.7680814305581386,0.7994316930298994
2021-09-28,0.7848646259542811,0.7691673334351955,0.8005619184733667
2021-09-29,0.7859581000538524,0.7702389380527753,0.8016772620549294
2021-09-30,0.7870671426111912,0.7713257997589673,0.802808485463415
2021-10-01,0.7882441556926834,0.7724792725788296,0.8040090388065371
2021-10-02,0.7888615090239761,0.7730842788434966,0.8046387392044556
2021-10-03,0.7892455704449566,0.7734606590360574,0.8050304818538557
2021-10-04,0.7901921183704959,0.7743882760030859,0.8059959607379058
2021-10-05,0.7911335714731746,0.7753109000437112,0.8069562429026381
2021-10-06,0.792086602069931,0.7762448700285324,0.8079283341113296
2021-10-07,0.7930411996520526,0.7771803756590114,0.8089020236450937
2021-10-08,0.7941012545737323,0.7782192294822576,0.8099832796652069
2021-10-09,0.7946290587648349,0.7787364775895382,0.8105216399401316
2021-10-10,0.7949661359055328,0.7790668131874221,0.8108654586236435
2021-10-11,0.7958160456625629,0.7798997247493117,0.8117323665758142
2021-10-12,0.7966881159365521,0.7807543536178211,0.8126218782552831
2021-10-13,0.7975483928100944,0.7815974249538925,0.8134993606662962
2021-10-14,0.7984118839217486,0.7824436462433135,0.8143801216001836
2021-10-15,0.7993820301910494,0.7833943895872284,0.8153696707948703
2021-10-16,0.79989057221266,0.7838927607684069,0.8158883836569132
2021-10-17,0.8001961181652594,0.7841921958019542,0.8162000405285645
2021-10-18,0.8010416356864193,0.7850208029726908,0.8170624684001477
2021-10-19,0.8018126046187847,0.785776352526409,0.8178488567111604
2021-10-20,0.8025783671257147,0.7865267997832004,0.8186299344682291
2021-10-21,0.8033683000958185,0.7873009340939021,0.8194356660977349
2021-10-22,0.8045224404446172,0.7884319916357249,0.8206128892535095
2021-10-23,0.8052253033649598,0.7891207972976606,0.821329809432259
2021-10-24,0.8056601067162468,0.7895469045819218,0.8217733088505718
2021-10-25,0.8069115579702485,0.7907733268108436,0.8230497891296534
2021-10-26,0.8081480285923119,0.7919850680204656,0.8243109891641582
2021-10-27,0.8094108065144059,0.7932225903841178,0.825599022644694
2021-10-28,0.8106371020873702,0.7944243600456228,0.8268498441291176
2021-10-29,0.8119762471222061,0.7957367221797619,0.8282157720646502
2021-10-30,0.8126454678149878,0.7963925584586881,0.8288983771712876
2021-10-31,0.8130520064845984,0.7967909663549064,0.8293130466142904
2021-11-01,0.8142052016166889,0.797921097584355,0.8304893056490227
2021-11-02,0.8153648433580385,0.7990575464908777,0.8316721402251993
2021-11-03,0.8165318983356672,0.8002012603689538,0.8328625363023806
2021-11-04,0.8176614943371511,0.801308264450408,0.8340147242238941
2021-11-05,0.8189737734408417,0.8025942979720249,0.8353532489096585
2021-11-06,0.8196455414251758,0.8032526305966722,0.8360384522536793
2021-11-07,0.8200464788093268,0.8036455492331402,0.8364474083855133
2021-11-08,0.821022303716006,0.8046018576416859,0.8374427497903262
2021-11-09,0.8220729768801733,0.8056315173425699,0.8385144364177768
2021-11-10,0.8231561246085111,0.8066930021163409,0.8396192471006813
2021-11-11,0.8241429624266331,0.8076601031781004,0.8406258216751658
2021-11-12,0.8253541121158358,0.808847029873519,0.8418611943581525
2021-11-13,0.8260092430819991,0.8094890582203591,0.842529427943639
2021-11-14,0.8264169457789478,0.8098886068633688,0.8429452846945267
2021-11-15,0.8274814413903414,0.8109318125625345,0.8440310702181483
2021-11-16,0.8286016247991318,0.8120295923031492,0.8451736572951144
2021-11-17,0.8297397960105607,0.8131450000903495,0.8463345919307719
2021-11-18,0.8308940775069835,0.8142761959568439,0.8475119590571232
2021-11-19,0.8321896400104183,0.81554584721021,0.8488334328106266
2021-11-20,0.8329474603580372,0.8162885111508765,0.849606409565198
2021-11-21,0.8334171498827272,0.8167488068850727,0.8500854928803817
2021-11-22,0.8345598814061314,0.8178686837780087,0.851251079034254
2021-11-23,0.8356783913922937,0.8189648235644478,0.8523919592201397
2021-11-24,0.8366023254752438,0.8198702789657389,0.8533343719847487
2021-11-25,0.8366233494806371,0.8198908824910244,0.8533558164702498
