"","const x const","const x linear","const x walk","linear x const","linear x linear","linear x walk","walk x const","walk x linear","walk x walk"
"1",0.0440523314659362,0.0447448839841779,0.0486093706216157,-0.0326928501348575,-0.0108386120317272,-0.0127814104883622,0.0106415857425511,0.012481047328993,0.0147338421747629
"2",-0.0261809533882731,-0.0317854404569768,-0.0320902543673081,0.0638549524287914,0.0533945472556751,0.0456574247246215,-0.034455013905291,-0.0276307580471988,-0.032729468914081
"3",-0.052159174704391,-0.057520097993796,-0.0539215791149529,-0.0240014624597896,-0.017385719880561,-0.0265201010650043,-0.00301820230997402,0.0137087150893639,0.00639259032621509
"4",0.085724262854038,0.0789702979066622,0.0697017343021079,0.0653011989848838,0.0674510019751842,0.067680746541522,-0.0188258171990409,-0.0189929805267994,-0.0219421301000648
"5",-0.0448396169034255,-0.0475783246752601,-0.0435596788502323,-0.0487739456592599,-0.0294806778596941,-0.0219085219707722,-0.0338017527972335,-0.0264603759392077,-0.0262373312169095
"6",-0.0899218188105816,-0.0765411145338953,-0.0805200495234723,0.0528774773224049,0.0665477009863616,0.0701122491686589,-0.00042022021393201,0.00661684432722071,-0.00235263305547107
"7",0.0619286514530687,0.0565503889373313,0.0447669299179647,-0.0242960787695635,-0.0454049662158626,-0.0486440862284583,0.0562214593131203,0.0593374131007566,0.0632581630068749
"8",0.00889115954230579,0.00708453700604239,0.0219125777440696,0.0408684583379152,0.0308936372710213,0.0341192145703464,-0.0859145658604222,-0.0847742610399167,-0.0852399231238544
"9",0.00610319265290671,0.00264613026216642,0.00395486529805655,-0.0613894994531615,-0.056211383899948,-0.0576138149403988,0.00128613386422016,0.0176767000392888,0.030068010790979
"10",-0.0893465986829342,-0.111949667273317,-0.111132058602411,0.0200130348984067,0.0125682760510804,0.0114500423583319,-0.0139632246108245,-0.00284098577601949,-0.0127447352146722
"11",-0.0316736030179016,-0.028442113176577,-0.0270979773986334,-0.0342512390642712,-0.0188556297963058,-0.0141186390760605,-0.0177871833174704,-0.00896203080764069,-0.01160855434768
"12",-0.0305085415540969,-0.0141229577671964,-0.0119626945568146,-0.0514955288237844,-0.0429379286705863,-0.03992185036775,-0.0711409259623518,-0.0823898865183812,-0.0851310005385936
"13",-0.0261328806289865,-0.011862573574564,-0.00644019415491566,-0.0405306399939641,-0.0317753547568113,-0.0390808384136322,-0.0145593363955185,-0.0181691695136618,-0.00773425442449083
"14",-0.0367603342913246,-0.0355070483705581,-0.0392626374236042,0.11905344893019,0.131699147857682,0.138715459361319,-0.0189424417118511,0.00546921701967829,0.00588866667109333
"15",0.0235577488379684,0.00829823986411837,0.0112400243896669,0.0781176673998251,0.0590187379240004,0.0661932310329236,-0.0432341307890914,-0.050359974161215,-0.0495372527900062
"16",0.100555450762977,0.0863108159064461,0.0986592220079207,0.0147914299679258,0.00765393030757733,0.0132190120493603,-0.0249011820986637,-0.0386854700877748,-0.0396509596265852
"17",0.0410746627060754,0.0511980874122919,0.0677472145094772,-0.0405795549093038,-0.0508374449803142,-0.0633059465184391,-0.00829156910928797,-0.013553797688224,-0.0130101015924489
"18",-0.0593996051520316,-0.0667891774584637,-0.0625406821066493,0.0167015772563189,0.0045949168248417,0.00994128568651653,0.0223566582561489,0.0240532330883926,0.0218963627541466
"19",0.0891164974896071,0.0712340478858733,0.0645700425780134,0.0393961661572005,0.0311261363152099,0.0272698166387454,0.0211984818951798,0.0183540986622561,0.0236759413094029
"20",0.0403637541750087,0.0305676361471138,0.0283760169673787,0.102414977458513,0.0931920974874287,0.093144506360075,0.0146566854497545,-0.0181991416865946,-0.0173232738169495
"21",-0.127408588627403,-0.120773910030038,-0.116191917100042,-0.0850350663179656,-0.0623024530863242,-0.0762342053377429,0.0385993217555313,0.0352070205561539,0.0346491789013202
"22",-0.0502871842780293,-0.0558961947923791,-0.0453748030170019,-0.0191835417014179,-0.0302445593804888,-0.0348906630676773,-0.0928970236633055,-0.0744029204445533,-0.0773837043369874
"23",0.0530467795955274,0.0516114880276742,0.0376108763030426,-0.00125877633756266,-0.0130070736409933,-0.00787670044539379,0.00846494697133493,0.00899460794929996,0.0101664749683739
"24",-0.0618245659279337,-0.0313056372980148,-0.0366579581768708,-0.00215745644935017,0.000152583846656174,0.00302370392530582,0.0115884906330291,0.00638963932790043,0.0104464696645781
"25",-0.0416045197865259,-0.0393976617988342,-0.0446216298818382,0.0924296670285923,0.0804347991921414,0.0905039712641299,0.0173777870198636,0.0203327113266125,0.0190912049397143
"26",0.0102455870535124,0.00801352084955453,0.0112045391943651,-0.0575325233187859,-0.0525069312721993,-0.0598831962635668,0.0774412696316987,0.0792813061482494,0.0780977178604562
"27",0.00323645160952699,0.000360364386600087,0.000963152106890186,0.00412366207170523,0.016546057752359,0.00571209122838195,0.0212784177397012,0.0471521082371698,0.0524485330410971
"28",0.0693706180531037,0.0552019851692627,0.0664337513578324,-0.0299769074795154,-0.0291347488638518,-0.0369513170552128,0.0354872203244878,0.0398271629431443,0.0426460900546524
"29",0.0192160388410729,0.021104754566878,0.00466094533047529,0.036444910068173,0.0364766310345476,0.036339820301471,-0.0188846829050849,-0.0387188510823188,-0.0396998150644173
"30",0.00677102365141774,0.0071903366215354,-0.00479622659104462,0.0523257653140462,0.0559610249944402,0.0615919821882673,-0.0359669439908243,-0.0392152017497347,-0.0365425331446981
"31",-0.0332908090236875,-0.0354529376887617,-0.0402493407923488,0.0286300063228385,0.0410621257974316,0.0432828709732919,-0.00811452273093471,-0.0305483402188988,-0.0267740779189132
"32",-0.00933761503649455,0.00396712239814495,9.25225975945687e-05,-0.0324505673513665,-0.0217158517467317,-0.0315546299302658,0.0161452798584378,0.0178931920651909,0.0223119069750637
"33",0.0220434657467432,0.0274474272811033,0.0257381494079824,-0.0337450477649913,-0.0143957012013535,-0.0147705693298843,-0.105964056567664,-0.112291426746599,-0.120713154186973
"34",0.0213596918701603,0.00156264499123226,-0.00336161008142483,-0.0525132655505529,-0.0486179426959992,-0.0545474177599025,0.0528106826006279,0.0428294918516184,0.0326148223880147
"35",0.0335698717962185,0.0426321547594608,0.0404748780103256,0.0351015203077173,0.0303029747186346,0.0325005261770942,-0.0371675839359259,-0.0412647377452888,-0.0422817483538225
"36",-0.108810966673977,-0.104815503274885,-0.0975805775762979,0.075156170500273,0.0682791047993603,0.0591750351879849,-0.0343098380578176,-0.0581755673862659,-0.072309706964285
